
$3,22063,27093,22063,27093;
$4,êNN¢b™äíbí≤¬¬Çbööä⁄j
$5, 3846,    1,36837,  291;
$6, 2237, 2102, 2237, 2102;
$7, 1212,  836, 1212,  836;
$8, 3957, 3982, 3981,  602;
$9,  564,  590,  102,32201;
$1,  837, 1212, 2450,  397;
$2, 2095, 2041, 2012,  331;
$3,22063,27093,22063,27093;
$4,10496,32639,60160,  331;
$5, 3846,    1,36837,  308;
$6, 2237, 2101, 2237, 2101;
$7, 1216,  838, 1216,  838;
$8, 3969, 3982, 3982,  602;
$9,  556,  598,  102,32201;
$1,  836, 1209, 2378,  500;
$2, 2090, 2044, 2007,  332;
$3,22063,27093,22063,27093;
$4,11008,32383,60160,  332;
$5, 3846,    1,36837,  416;
$6, 2236, 2101, 2236, 2101;
$7, 1217	¬öÇbäíä∫b¬öÇ⁄j
$8, 3976, 3981, 3982,  602;
$9,  556,  591,  102,32201;
$1,  837, 1210, 2339,  499;
$2, 2085, 2041, 2010,  330;
$3,22063,27093,22063,27093;
$4,10496,    0,26368,  330;
$5, 3846,    1,36837,  268;
$6, 2236, 2102, 2236, 2102;
$7, 1208,  837, 1208,  837;
$8, 3972, 3981, 3981,  602;
$9,  555,  590,  102,32201;
$1,  837, 1209, 2373,  499;
$2, 2097, 2040, 2011,  329;
$3,22063,27093,22063,27093;
$4,10752,    0,26880,  329;
$5, 3846,    1,36837,  351;
$6, 2236, 2102, 2236, 2102;
$7, 1213,  838, 1213,  838;
$8, 3974, 3982, 3982,  602;
$9,  557,  585,  102,32201;
$1,  837, 1209, 2389,  500;
$2, 2087, 2041, 2009,  332;
$3,22063,27093,22063,27093;
$4,10752,    0,26624,  332;
$5, 3846,    1,36837,  288;
$6, 2237, 2101, 2237, 2101;
$7, 1216,  836, 1216,  836;
$8, 3971, 3982, 3981,  602;
$9,  556,  589,  102,32201;
$1,  837, 1210, 2379,  499;
$2, 2094, 2042, 2015,  332;
$3,22063,27093,22063,27093;
$4,10496,    0,26880,  332;
$5, 3846,    1,36837,  343;
$6, 2236, 2101, 2236, 2101;
$7, 1216,  835, 1216,  835;
$8, 3970, 3981, 3981,  602;
$9,  556,  595,  102,32201;
$1,  837, 1210, 2372,  498;
$2, 2085, 2041, 2014,  329;
$3,22063,27093,22063,27093;
$4, 9984,32639,59904,  329;
$5, 3846,    1,36837,  295;
$6, 2236, 2102, 2236, 2102;
$7, 1212,  837, 1212,  837;
$8, 3968, 3982, 3982,  602;
$9,  565,  595,  102,32201;
$1,  837, 1210, 2402,  492;
$2, 2095, 2043, 2009,  330;
$3,22063,27093,22063,27093;
$4, 9984,  512,26880,  330;
$5, 3846,    1,36837,  275;
$6, 2236, 2102, 2236, 2102;
$7, 1216,  836, 1216,  836;
$8, 3971, 3982, 3981,  602;
$9,  556,  592,  102,32201;
$1,  837, 1210, 2466,  381;
$2, 2089, 2042, 2007,  331;
$3,22063,27093,22063,27093;
$4,11008,32639,59136,  331;
$5, 3846,    1,36837,  321;
$6, 2237, 2101, 2237, 2101;
$7, 1213,  834, 1213,  834;
$8, 3984, 3980, 3981,  602;
$9,  556,  586,  102,32201;
$1,  838, 1209, 2377,  501;
$2, 2092, 2040, 2017,  330;
$3,22063,27093,22063,27093;
$4, 9984,  512,26112,  330;
$5, 3846,    1,36837,  255;
$6, 2237, 2101, 2237, 2101;
$7, 1216,  838, 1216,  838;
$8, 3971, 3981, 3981,  602;
$9,  556,  593,  102,32201;
$1,  837, 1210, 2387,  496;
$2, 2092, 2040, 2011,  330;
$3,22063,27093,22063,27093;
$4,11008,    0,26112,  330;
$5, 3846,    1,36837,  274;
$6, 2236, 2101, 2236, 2101;
$7, 1217,  834, 1217,  834;
$8, 3979, 3981, 3981,  602;
$9,  556,  601,  102,32201;
$1,  838, 1209, 2446,  395;
$2, 2090, 2043, 2016,  327;
$3,22063,27093,22063,27093;
$4,11008,32639,63232,  327;
$5, 3846,    1,36837,  287;
$6, 2237, 2102, 2237, 2102;
$7, 1212,  835, 1212,  835;
$8, 3968, 3981, 3980,  602;
$9,  565,  596,  102,32201;
$1,  837, 1210, 2476,  382;
$2, 2092, 2040, 2011,  331;
$3,22063,27093,22063,27093;
$4,10752,  512,27904,  331;
$5, 3846,    1,36837,  254;
$6, 2236, 2101, 2236, 2101;
$7, 1212,  833, 1212,  833;
$8, 3971, 3982, 3982,  602;
$9,  556,  590,  102,32201;
$1,  837, 1209, 2359,  502;
$2, 2091, 2041, 2016,  331;
$3,22063,27093,22063,27093;
$4, 9984,  768,26880,  331;
$5, 3846,    1,36837,  324;
$6, 2237, 2101, 2237, 2101;
$7, 1220,  839, 1220,  839;
$8, 3971, 3981, 3981,  602;
$9,  556,  593,  102,32201;
$1,  836, 1209, 2385,  499;
$2, 2099, 2043, 2015,  333;
$3,22063,27093,22063,27093;
$4,11264,  256,25856,  333;
$5, 3846,    1,36837,  304;
$6, 2236, 2102, 2236, 2102;
$7, 1212,  839, 1212,  839;
$8, 3971, 3981, 3981,  602;
$9,  556,  595,  102,32201;
$1,  838, 1210, 2384,  496;
$2, 2089, 2040, 2010,  334;
$3,22063,27093,22063,27093;
$4,11008,  512,28416,  334;
$5, 3846,    1,36837,  373;
$6, 2236, 2101, 2236, 2101;
$7, 1220,  836, 1220,  836;
$8, 3974, 3982, 3982,  603;
$9,  557,  588,  102,32201;
$1,  837, 1210, 2390,  500;
$2, 2088, 2040, 2011,  331;
$3,22063,27093,22063,27093;
$4,11008,  256,27136,  331;
$5, 3846,    1,36837,  296;
$6, 2237, 2102, 2237, 2102;
$7, 1209,  835, 1209,  835;
$8, 3975, 3982, 3981,  602;
$9,  556,  601,  102,32201;
$1,  837, 1209, 2372,  502;
$2, 2087, 2040, 2014,  329;
$3,22063,27093,22063,27093;
$4,10752,  256,26880,  329;
$5, 3846,    1,36837,  248;
$6, 2237, 2102, 2237, 2102;
$7, 1212,  838, 1212,  838;
$8, 3968, 3982, 3982,  603;
$9,  559,  587,  102,32201;
$1,  837, 1209, 2372,  496;
$2, 2097, 2040, 2012,  331;
$3,22063,27093,22063,27093;
$4, 9984,  512,25856,  331;
$5, 3846,    1,36837,  322;
$6, 2236, 2102, 2236, 2102;
$7, 1209,  836, 1209,  836;
$8, 3984, 3982, 3981,  603;
$9,  556,  594,  102,32201;
$1,  839, 1212, 2385,  500;
$2, 2094, 2040, 2013,  331;
$3,22063,27093,22063,27093;
$4,11520,32639,60672,  331;
$5, 3846,    1,36837,  333;
$6, 2236, 2102, 2236, 2102;
$7, 1216,  835, 1216,  835;
$8, 3971, 3981, 3981,  602;
$9,  556,  593,  102,32201;
$1,  838, 1210, 2385,  495;
$2, 2093, 2041, 2007,  330;
$3,22063,27093,22063,27093;
$4, 9984,  256,27648,  330;
$5, 3846,    1,36837,  345;
$6, 2236, 2101, 2236, 2101;
$7, 1212,  835, 1212,  835;
$8, 3975, 3981, 3981,  603;
$9,  558,  604,  102,32201;
$1,  838, 1209, 2395,  500;
$2, 2084, 2040, 2017,  331;
$3,22063,27093,22063,27093;
$4,10496,32639,59648,  331;
$5, 3846,    1,36837,  299;
$6, 2237, 2102, 2237, 2102;
$7, 1216,  836, 1216,  836;
$8, 3971, 3982, 3981,  603;
$9,  556,  592,  102,32201;
$1,  837, 1210, 2446,  399;
$2, 2094, 2041, 2012,  331;
$3,22063,27093,22063,27093;
$4,10496,    0,24832,  331;
$5, 3846,    1,36837,  301;
$6, 2236, 2102, 2236, 2102;
$7, 1216,  834, 1216,  834;
$8, 3971, 3982, 3981,  603;
$9,  556,  592,  102,32201;
$1,  837, 1209, 2366,  502;
$2, 2087, 2042, 2015,  333;
$3,22063,27093,22063,27093;
$4, 9984,  256,26880,  333;
$5, 3846,    1,36837,  315;
$6, 2237, 2101, 2237, 2101;
$7, 1212,  836, 1212,  836;
$8, 3974, 3981, 3982,  602;
$9,  555,  600,  102,32201;
$1,  837, 1210, 2382,  497;
$2, 2095, 2042, 2009,  330;
$3,22063,27093,22063,27093;
$4,11008,32639,60160,  330;
$5, 3846,    1,36837,  311;
$6, 2236, 2101, 2236, 2101;
$7, 1220,  833, 1220,  833;
$8, 3955, 3982, 3982,  602;
$9,  560,  594,  102,32201;
$1,  837, 1209, 2389,  500;
$2, 2093, 2040, 2011,  333;
$3,22063,27093,22063,27093;
$4,10496,  256,28416,  333;
$5, 3846,    1,36837,  360;
$6, 2237, 2101, 2237, 2101;
$7, 1220,  836, 1220,  836;
$8, 3974, 3982, 3981,  602;
$9,  557,  596,  102,32201;
$1,  838, 1210, 2393,  501;
$2, 2088, 2042, 2011,  331;
$3,22063,27093,22063,27093;
$4, 9472,  512,25344,  331;
