  276;
$9,  250,  594,  102,32ƒŠÚj
$1,  834, 1108, 2215,  500;
$2, 2048, 2007, 1970,  157;
$3,64644,50024,64644,50024;
$4,12927,57471,51712,  157;
$5,46551,    1,53188,    0;
$6, 2253, 2098, 2253, 2098;
$7, 1101,  833, 1101,  833;
$8, 2898, 3975, 3975,  276;
$9,  253,  580,  102,32201;
$1,  833, 1107, 2217,  498;
$2, 2057, 2003, 1969,  158;
$3,64644,50024,64644,50024;
$4,13695,57215,52736,  158;
$5,46551,    1,53188,    0;
$6, 2253, 2098, 2253, 2098;
$7, 1096,  833, 1096,  833;
$8, 2898, 3975, 3975,  276;
$9,  254,  592,  102,32201;
$1,  833, 1108, 2218,  498;
$2, 2055, 2005, 1975,  156;
$3,64644,50024,64644,50024;
$4,13439,57471,52992,  156;
$5,46551,    1,53188,    0;
$6, 2253, 2098, 2253, 2098;
$7, 1104,  833, 1104,  833;
$8, 2899, 3975, 3975,  276;
$9,  252,  594,  102,32201;
$1,  833, 1108, 2202,  498;
$2, 2062, 2005, 1968,  155;
$3,64644,50024,64644,50024;
$4,12159,58239,52736,  155;
$5,46551,    1,53188,    0;
$6, 2254, 2098, 2254, 2098;
$7, 1113,  833, 1113,  833;
$8, 2898, 3974, 3975,  276;
$9,  258,  588,  102,32201;
$1,  834, 1108, 2210,  505;
$2, 2054, 2004, 1974,  158;
$3,64644,50024,64644,50024;
$4,13439,57727,52224,  158;
$5,46551,    1,53188,    0;
$6, 2253, 2099, 2253, 2099;
$7, 1096,  832, 1096,  832;
$8, 2899, 3974, 3975,  276;
$9,  260,  593,  102,32201;
$1,  833, 1107, 2218,  492;
$2, 2047, 2008, 1979,  159;
$3,64644,50024,64644,50024;
$4,12159,57983,51712,  159;
$5,46551,    1,53188,    0;
$6, 2254, 2098, 2254, 2098;
$7, 1104,  831, 1104,  831;
$8, 2893, 3974, 3975,  276;
$9,  258,  584,  102,32201;
$1,  834, 1107, 2227,  499;
$2, 2059, 2005, 1972,  157;
$3,64644,50024,64644,50024;
$4,12927,57983,52480,  157;
$5,46551,    1,53188,    0;
$6, 2254, 2098, 2254, 2098;
$7, 1101,  831, 1101,  831;
$8, 2891, 3975, 3975,  276;
$9,  259,  590,  102,32201;
$1,  832, 1107, 2218,  500;
$2, 2052, 2004, 1966,  158;
$3,64644,50024,64644,50024;
$4,12927,58239,51712,  158;
$5,46551,    1,53188,    0;
$6, 2253, 2099, 2253, 2099;
$7, 1100,  830, 1100,  830;
$8, 2899, 3975, 3974,  276;
$9,  260,  585,  102,32201;
$1,  832, 1108, 2212,  500;
$2, 2058, 2009, 1975,  158;
$3,64644,50024,64644,50024;
$4,13439,58239,51968,  158;
$5,46551,    1,53188,    0;
$6, 2253, 2098, 2253, 2098;
$7, 1097,  832, 1097,  832;
$8, 2899, 3975, 3975,  276;
$9,  260,  602,  102,32201;
$1,  833, 1108, 2222,  502;
$2, 2050, 2004, 1973,  157;
$3,64644,50024,64644,50024;
$4,13183,57727,52224,  157;
$5,46551,    1,53188,    0;
$6, 2253, 2098, 2253, 2098;
$7, 1104,  831, 1104,  831;
$8, 2893, 3975, 3975,  276;
$9,  258,  588,  102,32201;
$1,  833, 1108, 2205,  499;
$2, 2052, 2008, 1972,  157;
$3,64644,50024,64644,50024;
$4,13183,57727,52480,  157;
$5,46551,    1,53188,    0;
$6, 2253, 2098, 2253, 2098;
$7, 1104,  834, 1104,  834;
$8, 2897, 3975, 3975,  276;
$9,  256,  592,  102,32201;
$1,  834, 1108, 2221,  502;
$2, 2055, 2004, 1964,  160;
$3,64644,50024,64644,50024;
$4,13183,57983,53248,  160;
$5,46551,    1,53188,    0;
$6, 2253, 2099, 2253, 2099;
$7, 1104,  830, 1104,  830;
$8, 2898, 3976, 3975,  276;
$9,  254,  594,  102,32201;
$1,  834, 1107, 2212,  500;
$2, 2053, 2005, 1972,  158;
$3,64644,50024,64644,50024;
$4,13183,57471,51456,  158;
$5,46551,    1,53188,    0;
$6, 2254, 2099, 2254, 2099;
$7, 1097,  826, 1097,  826;
$8, 2896, 3975, 3975,  276;
$9,  247,  591,  102,32201;
$1,  832, 1109, 2210,  499;
$2, 2056, 1999, 1974,  157;
$3,64644,50024,64644,50024;
$4,12159,59007,52992,  157;
$5,46551,    1,53188,    0;
$6, 2253, 2098, 2253, 2098;
$7, 1104,  830, 1104,  830;
$8, 2898, 3974, 3974,  276;
$9,  254,  593,  102,32201;
$1,  833, 1108, 2201,  501;
$2, 2049, 2005, 1969,  158;
$3,64644,50024,64644,50024;
$4,12671,57471,51712,  158;
$5,46551,    1,53188,    0;
$6, 2253, 2099, 2253, 2099;
$7, 1096,  833, 1096,  833;
$8, 2898, 3975, 3976,  276;
$9,  258,  595,  102,32201;
$1,  832, 1109, 2205,  499;
$2, 2060, 2008, 1975,  157;
$3,64644,50024,64644,50024;
$4,13183,57983,51712,  157;
$5,46551,    1,53188,    0;
$6, 2253, 2098, 2253, 2098;
$7, 1104,  832, 1104,  832;
$8, 2898, 3974, 3974,  276;
$9,  254,  592,  102,32201;
$1,  833, 1108, 2233,  493;
$2, 2059, 2008, 1971,  158;
$3,64644,50024,64644,50024;
$4,13439,57471,52992,  158;
$5,46551,    1,53188,    0;
$6, 2253, 2098, 2253, 2098;
$7, 1104,  831, 1104,  831;
$8, 2896, 3975, 3975,  276;
$9,  249,  596,  102,32201;
$1,  833, 1110, 2223,  496;
$2, 2053, 2005, 1969,  157;
$3,64644,50024,64644,50024;
$4,13183,58239,52224,  157;
$5,46551,    1,53188,    0;
$6, 2253, 2099, 2253, 2099;
$7, 1104,  825, 1104,  825;
$8, 2895, 3975, 3975,  276;
$9,  260,  598,  102,32201;
$1,  833, 1107, 2213,  502;
$2, 2056, 2005, 1976,  158;
$3,64644,50024,64644,50024;
$4,13951,57727,52736,  158;
$5,46551,    1,53188,    0;
$6, 2253, 2098, 2253, 2098;
$7, 1104,  832, 1104,  832;
$8, 2904, 3975, 3975,  276;
$9,  249,  592,  102,32201;
$1,  833, 1110, 2210,  501;
$2, 2055, 1999, 1969,  156;
$3,64644,50024,64644,50024;
$4,13695,57471,52992,  156;
$5,46551,    1,53188,    0;
$6, 2253, 2097, 2253, 2097;
$7, 1100,  831, 1100,  831;
$8, 2899, 3975, 3975,  276;
$9,  260,  593,  102,32201;
$1,  832, 1109, 2198,  498;
$2, 2056, 2009, 1975,  155;
$3,64644,50024,64644,50024;
$4,12927,58239,52224,  155;
$5,46551,    1,53188,    0;
